0.40333,-0.91148,0.080804,-0.83922,-0.40365,-0.36437,0.36474,0.079149,-0.92774,0.11293,0.40071,0.54224
0.54789,-0.81334,0.19569,-0.77019,-0.58174,-0.26152,0.32654,-0.0074301,-0.94515,0.05212,0.35086,0.38372
0.54792,-0.81335,0.19555,-0.72886,-0.57889,-0.36558,0.41055,0.057781,-0.91001,0.17823,0.16367,0.42881
-0.66352,-0.67869,0.31483,-0.74795,0.59182,-0.30054,0.017649,-0.43489,-0.90031,0.46459,-0.17268,0.47466
-0.64928,-0.74651,0.14547,-0.74786,0.59186,-0.30068,0.13836,-0.30401,-0.94257,0.308,-0.37836,0.45929
0.62596,-0.77974,-0.013609,-0.72893,-0.57879,-0.3656,0.2772,0.23877,-0.93067,0.28302,0.0081358,0.46617
-0.79197,-0.53299,-0.29784,-0.44787,0.83867,-0.3099,0.41497,-0.11203,-0.90291,0.00048215,-0.38201,0.40977
-0.61681,-0.76421,-0.18852,-0.66876,0.63512,-0.3865,0.41509,-0.11232,-0.90282,0.12374,-0.27292,0.4529
-0.88877,-0.42965,0.15965,-0.45834,0.83133,-0.31433,0.0023289,-0.35255,-0.93579,0.3411,-0.16832,0.41268
0.49637,-0.77949,-0.38211,-0.86346,-0.39781,-0.31014,0.089744,0.48388,-0.87052,0.33754,-0.10213,0.43845
0.015578,-0.99362,-0.11168,-0.95688,0.017589,-0.28996,0.29008,0.11138,-0.9505,0.25569,0.13952,0.44183
0.43335,-0.90084,0.026377,-0.80535,-0.40022,-0.43731,0.4045,0.16826,-0.89893,0.11656,0.3246,0.42114
0.35325,-0.9165,0.18775,-0.80541,-0.40003,-0.43737,0.47595,0.0032894,-0.87947,0.019562,0.52627,0.41532
0.35318,-0.91656,0.18756,-0.73423,-0.39579,-0.55159,0.5798,0.057095,-0.81275,-0.070871,0.29255,0.40068
0.35327,-0.91653,0.18755,-0.77054,-0.39875,-0.49726,0.53054,0.031147,-0.84709,-0.0087868,0.13146,0.43367
0.51291,-0.85107,-0.11228,-0.73701,-0.36951,-0.56593,0.44016,0.37303,-0.81677,0.073431,-0.074775,0.41418
-0.71846,-0.69459,-0.036903,-0.62678,0.66949,-0.39866,0.30162,-0.26329,-0.91635,0.11674,-0.14011,0.5484
-0.67359,-0.72297,-0.15361,-0.62732,0.66913,-0.39841,0.39083,-0.172,-0.90425,-0.0045829,-0.29354,0.48152
-0.67359,-0.72286,-0.15414,-0.57386,0.64292,-0.50729,0.4658,-0.25325,-0.84788,-0.17556,-0.28085,0.5199
-0.63464,-0.74072,-0.22036,-0.47193,0.59726,-0.6485,0.61197,-0.30757,-0.72862,-0.090714,-0.18609,0.37413
-0.6345,-0.74072,-0.22075,-0.48683,0.60484,-0.63021,0.60033,-0.2924,-0.74438,0.077111,-0.2987,0.26979
-0.76614,-0.55791,-0.31901,-0.44419,0.81841,-0.36455,0.46447,-0.1376,-0.87483,0.25495,-0.47528,0.35116
-0.84694,-0.51657,-0.1259,-0.47635,0.84239,-0.25192,0.2362,-0.15339,-0.95952,0.44514,-0.30328,0.40439
0.89012,-0.36552,0.27216,-0.39223,-0.91855,0.049165,0.23202,-0.15051,-0.96099,0.10785,0.5068,0.37274
